,Title,Address,Area,Bedrooms,Bathrooms,Garage Cars,Rent,Condominium
5883,"Apartamento com 2 Quartos para Aluguel, 74m²","Vila Indiana, São Paulo - SP",74 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 939
5884,Apartamento com 2 Quartos para Venda/Aluguel 49m²,"Saúde, São Paulo - SP",49 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 673
5885,"Apartamento com 2 Quartos para Aluguel, 85m²","Rua Vitorino Carmilo - Barra Funda, São Paulo - SP",85 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.780 /mês,R$ 565
5886,"Apartamento com 2 Quartos para Aluguel, 57m²","Rua Carlos Weber, 1596 - Vila Leopoldina, São Paulo - SP",57 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.150 /mês,R$ 1.080
5887,"Apartamento com Quarto para Aluguel, 40m²","Rua Frei Caneca, 1100 - Cerqueira César, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.800 /mês,R$ 704
5888,"Apartamento com 3 Quartos para Aluguel, 170m²","Rua Bueno Brandão, 405 - Moema, São Paulo - SP",170 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 14.000 /mês,R$ 2.314
5889,"Apartamento com 3 Quartos para Aluguel, 75m²","Avenida Diederichsen - São Judas, São Paulo - SP",75 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 380
5890,"Apartamento com 2 Quartos para Aluguel, 86m²","Rua Ipiranga, 600 - Jardim Aeroporto, São Paulo - SP",86 m²,2 Quartos,5 Banheiros,2 Vagas,R$ 4.300 /mês,R$ 820
5891,"Apartamento com Quarto para Aluguel, 39m²","Rua Backer, 338 - Aclimação, São Paulo - SP",39 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.260 /mês,R$ 530
5892,"Apartamento com 2 Quartos para Aluguel, 55m²","Jardim Germania, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 450
5893,"Apartamento com Quarto para Aluguel, 50m²","Rua Arruda Alvim, 94 - Pinheiros, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 750
5894,Apartamento com 3 Quartos para Venda/Aluguel 146m²,"Rua Itaici - Santa Teresinha, São Paulo - SP",146 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 2.800 /mês,R$ 1.600
5895,Apartamento com 2 Quartos para Venda/Aluguel 80m²,"Rua Padre Lebret - Jardim Leonor, São Paulo - SP",80 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.180
5896,"Apartamento com 4 Quartos para Aluguel, 238m²","Rua Raimundo Simão de Souza - Vila Andrade, São Paulo - SP",238 m²,4 Quartos,6 Banheiros,4 Vagas,R$ 9.000 /mês,R$ 1.535
5897,"Apartamento com Quarto para Aluguel, 55m²","Rua João Ramalho - Perdizes, São Paulo - SP",55 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 350
5898,"Apartamento com 2 Quartos para Aluguel, 90m²","Rua Ezequiel Freire - Santana, São Paulo - SP",90 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 730
5899,Apartamento com 2 Quartos para Venda/Aluguel 52m²,"Rua Ibituruna - Saúde, São Paulo - SP",52 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.500 /mês,R$ 720
5900,"Apartamento com Quarto para Aluguel, 32m²","Rua Paim, 285 - Bela Vista, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 1.000
5901,"Apartamento com 2 Quartos para Aluguel, 105m²","Rua Abílio Borin, 158 - Granja Julieta, São Paulo - SP",105 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 750
5902,"Apartamento com 2 Quartos para Aluguel, 68m²","Rua do Rocio - Vila Olímpia, São Paulo - SP",68 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 594
5903,"Apartamento com Quarto para Aluguel, 35m²","Cerqueira César, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 5.435 /mês,R$ 480
5904,"Apartamento com 2 Quartos para Aluguel, 58m²","Vila Talarico, São Paulo - SP",58 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.281 /mês,R$ 548
5905,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Coriolano, 1852 - Lapa, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.200 /mês,R$ 765
5906,"Apartamento com Quarto para Aluguel, 50m²","Rua Artur de Azevedo, 2103 - Pinheiros, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.650 /mês,R$ 685
5907,Apartamento com Quarto à Venda/Aluguel 48m²,"Rua Doutor Paschoal Imperatriz, 105 - Vila Gertrudes, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.200 /mês,R$ 600
5908,"Apartamento com Quarto para Aluguel, 45m²","Rua Genebra, 197 - Bela Vista, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.400 /mês,R$ 544
5909,"Apartamento com 3 Quartos para Aluguel, 170m²","Jardim Guedala, São Paulo - SP",170 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 10.500 /mês,R$ 1.650
5910,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Humberto I - Vila Mariana, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 850
5911,"Apartamento com 2 Quartos para Aluguel, 98m²","Rua Pedroso Alvarenga, 220 - Itaim Bibi, São Paulo - SP",98 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 5.450 /mês,R$ 1.346
5912,Apartamento com 2 Quartos para Venda/Aluguel 132m²,"Rua Oscar Thompson - Barra Funda, São Paulo - SP",132 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 5.000 /mês,R$ 1.339
5913,"Apartamento com Quarto para Aluguel, 48m²","Rua Arruda Alvim, 94 - Pinheiros, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,2 Vagas,R$ 3.300 /mês,R$ 740
5914,"Apartamento com 3 Quartos para Aluguel, 126m²","Rua Carlos Sampaio, 204 - Bela Vista, São Paulo - SP",126 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 1.214
5915,"Apartamento com Quarto para Aluguel, 42m²","Vila Brasílio Machado, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.380 /mês,R$ 620
5916,"Apartamento com Quarto para Aluguel, 38m²","Rua Gabriele D'Annunzio - Campo Belo, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.800 /mês,R$ 505
5917,"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Doutor Manoel de Paiva Ramos, 105 - Vila Sao Francisco, São Paulo - SP",100 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 3.700 /mês,R$ 1.100
5918,"Apartamento com 2 Quartos para Aluguel, 130m²","Rua Henrique Sertório, 287 - Tatuapé, São Paulo - SP",130 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 5.700 /mês,R$ 800
5919,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Guanhães - Parque da Vila Prudente, São Paulo - SP",100 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.700 /mês,R$ 700
5920,Apartamento com Quarto para Venda/Aluguel 34m²,"Alameda Barros, 0380 - Santa Cecília, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 500
5921,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Abílio Soares - Paraíso, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.400 /mês,R$ 925
5922,"Apartamento com 3 Quartos para Aluguel, 97m²","Avenida dos Eucaliptos, 65 - Moema, São Paulo - SP",97 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.650 /mês,R$ 1.051
5923,"Apartamento com 2 Quartos para Aluguel, 90m²","Rua General Jardim, 647 - Vila Buarque, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 885
5924,"Apartamento com Quarto para Aluguel, 38m²","Rua Adolfo Gordo, 52 - Santa Cecília, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.650 /mês,R$ 524
5925,"Apartamento com 3 Quartos para Aluguel, 218m²","Rua Campevas - Perdizes, São Paulo - SP",218 m²,3 Quartos,5 Banheiros,4 Vagas,R$ 8.500 /mês,R$ 2.660
5926,Apartamento com 2 Quartos para Venda/Aluguel 96m²,"Rua Bela Vista, 869 - Chácara Santo Antônio, São Paulo - SP",96 m²,2 Quartos,2 Banheiros,-- Vaga,R$ 4.400 /mês,R$ 509
5927,"Apartamento com Quarto para Aluguel, 40m²","Rua Treze de Maio, 1003 - Bela Vista, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.200 /mês,R$ 552
5928,"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Oliveira Alves, 495 - Ipiranga, São Paulo - SP",58 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 700
5929,"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Pintassilgo, 516 - Moema, São Paulo - SP",52 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.300 /mês,R$ 581
5930,"Apartamento com 2 Quartos para Aluguel, 95m²","Vila Nova Conceição, São Paulo - SP",95 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.190
5931,Apartamento com 3 Quartos à Venda/Aluguel 337m²,"Rua José Maria Lisboa, 463 - Jardim Paulista, São Paulo - SP",337 m²,3 Quartos,5 Banheiros,2 Vagas,R$ 19.000 /mês,R$ 3.780
5932,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Pedro Doll, 227 - Santana, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.500 /mês,R$ 1.300
5933,"Apartamento com Quarto para Aluguel, 34m²","Vila Mariana, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 877
5934,"Apartamento com 4 Quartos para Aluguel, 118m²","Avenida Ministro Álvaro de Souza Lima, 250 - Jardim Marajoara, São Paulo - SP",118 m²,4 Quartos,3 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 1.326
5935,"Apartamento com 2 Quartos para Aluguel, 90m²","Campo Belo, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.500 /mês,R$ 1.500
5936,"Apartamento com 4 Quartos para Aluguel, 226m²","Rua Coronel Artur de Paula Ferreira, 216 - Vila Nova Conceição, São Paulo - SP",226 m²,4 Quartos,3 Banheiros,4 Vagas,R$ 22.000 /mês,R$ 2.959
5937,"Apartamento com 2 Quartos para Aluguel, 67m²","Rua Itabaiana, 414 - Belenzinho, São Paulo - SP",67 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 0
5938,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Pedroso Alvarenga, 313 - Itaim Bibi, São Paulo - SP",140 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 945
5939,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Martinico Prado - Higienópolis, São Paulo - SP",50 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 481
5940,"Apartamento com Quarto para Aluguel, 15m²","Moema, São Paulo - SP",15 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.590 /mês,R$ 295
5941,"Apartamento com Quarto para Aluguel, 35m²","Rua Eugênio de Medeiros - Pinheiros, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.150 /mês,R$ 500
5942,"Apartamento com Quarto para Aluguel, 50m²","Rua Constantino de Sousa, 1144 - Campo Belo, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 3.300 /mês,R$ 587
5943,"Apartamento com 3 Quartos para Aluguel, 165m²","Avenida Padre Pereira de Andrade - Boaçava, São Paulo - SP",165 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 6.500 /mês,R$ 2.700
5944,"Apartamento com 3 Quartos para Aluguel, 158m²","Rua Doutor Mário Ferraz, 77 - Jardim Europa, São Paulo - SP",158 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 10.500 /mês,R$ 2.000
5945,"Apartamento com Quarto para Aluguel, 40m²","Vila Madalena, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.600 /mês,R$ 695
5946,"Apartamento com Quarto para Aluguel, 46m²","Avenida Brigadeiro Luís Antônio - Jardins, São Paulo - SP",46 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.900 /mês,R$ 550
5947,"Apartamento com Quarto para Aluguel, 42m²","Rua Ouro Branco, 150 - Jardim Paulista, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.230 /mês,R$ 1.150
5948,"Apartamento com 3 Quartos para Aluguel, 225m²","Rua Guaraiúva - Brooklin, São Paulo - SP",225 m²,3 Quartos,5 Banheiros,4 Vagas,R$ 9.000 /mês,R$ 3.900
5949,"Apartamento com 2 Quartos para Aluguel, 86m²","Rua Cipriano Barata, 1051 - Ipiranga, São Paulo - SP",86 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.600 /mês,R$ 975
5950,"Apartamento com Quarto para Aluguel, 50m²","Rua Doutor Albuquerque Lins - Santa Cecília, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 190
5951,"Apartamento com 2 Quartos para Aluguel, 106m²","Rua Cancioneiro de Évora, 288 - Chácara Santo Antônio, São Paulo - SP",106 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 5.000 /mês,R$ 1.110
5952,"Apartamento com 2 Quartos para Aluguel, 78m²","Rua Aureliano Guimarães - Morumbi, São Paulo - SP",78 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.640 /mês,R$ 787
5953,"Apartamento com Quarto para Aluguel, 81m²","Rua das Fiandeiras - Vila Olímpia, São Paulo - SP",81 m²,1 Quarto,3 Banheiros,-- Vaga,R$ 8.000 /mês,R$ 1.150
5954,"Apartamento com 2 Quartos para Aluguel, 82m²","Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",82 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 6.300 /mês,R$ 1.200
5955,"Apartamento com 3 Quartos para Aluguel, 80m²","Vila Mariana, São Paulo - SP",80 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 990
5956,"Apartamento com 2 Quartos para Aluguel, 90m²","Avenida Celso Garcia - Tatuapé, São Paulo - SP",90 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.100 /mês,R$ 600
5957,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Barão do Bananal, 450 - Pompeia, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.700 /mês,R$ 858
5958,"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Botelho, 0 - Vila Guarani, São Paulo - SP",75 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 599
5959,Apartamento com 3 Quartos para Venda/Aluguel 97m²,"Rua Doutor Neto de Araújo - Vila Mariana, São Paulo - SP",97 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.600 /mês,R$ 1.001
5960,"Apartamento com Quarto para Aluguel, 37m²","Rua Backer, 338 - Aclimação, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.160 /mês,R$ 530
5961,"Apartamento com Quarto para Aluguel, 50m²","Rua Apinajés - Perdizes, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 575
5962,"Apartamento com 3 Quartos para Aluguel, 66m²","São Judas, São Paulo - SP",66 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.600 /mês,R$ 524
5963,"Apartamento com 2 Quartos para Aluguel, 93m²","Rua Helena - Vila Olímpia, São Paulo - SP",93 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 9.000 /mês,R$ 1.120
5964,"Apartamento com Quarto para Aluguel, 40m²","Rua Doutor Lund, 22 - Liberdade, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.000 /mês,R$ 548
5965,"Apartamento com Quarto para Aluguel, 57m²","Rua Humaitá, 414 - Bela Vista, São Paulo - SP",57 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.350 /mês,R$ 500
5966,Apartamento com 2 Quartos para Venda/Aluguel 55m²,"Avenida Diógenes Ribeiro de Lima, 2811 - Alto de Pinheiros, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.900 /mês,R$ 640
5967,"Apartamento com 3 Quartos para Aluguel, 65m²","Santo Amaro, São Paulo - SP",65 m²,3 Quartos,2 Banheiros,-- Vaga,R$ 2.100 /mês,R$ 920
5968,"Apartamento com Quarto para Aluguel, 26m²","Rua do Boticário - República, São Paulo - SP",26 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 810 /mês,R$ 232
5969,"Apartamento com 2 Quartos para Aluguel, 79m²","Rua João Cachoeira, 892 - Vila Nova Conceição, São Paulo - SP",79 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 4.000 /mês,R$ 834
5970,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Ventura Ladalardo, 50 - Jardim Fonte do Morumbi , São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.400 /mês,R$ 800
5971,Apartamento com 4 Quartos para Venda/Aluguel 280m²,"Avenida Washington Luís, 1576 - Jardim Marajoara, São Paulo - SP",280 m²,4 Quartos,6 Banheiros,4 Vagas,R$ 7.500 /mês,R$ 2.263
5972,Apartamento com 2 Quartos para Venda/Aluguel 391m²,"Avenida São Luís - República, São Paulo - SP",391 m²,2 Quartos,4 Banheiros,2 Vagas,R$ 15.000 /mês,R$ 3.000
5973,"Apartamento com Quarto para Aluguel, 45m²","Jardim Paulista, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.900 /mês,R$ 760
5974,"Apartamento com Quarto para Aluguel, 51m²","Rua Major Freire, 594 - São Judas, São Paulo - SP",51 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 605
5975,"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Bartira - Perdizes, São Paulo - SP",98 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.400 /mês,R$ 899
5976,"Apartamento com Quarto para Aluguel, 65m²","Rua Benedito Lapin - Itaim Bibi, São Paulo - SP",65 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 4.000 /mês,R$ 1.090
5977,"Apartamento com 3 Quartos para Aluguel, 70m²","Rua Pretória, 437 - Vila Carrão, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 680
5978,"Apartamento com Quarto para Aluguel, 37m²","Rua Backer, 338 - Aclimação, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.160 /mês,R$ 530
5979,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Doutor Cristiano Altenfelder Silva - Vila Carrão, São Paulo - SP",56 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 0
5980,"Apartamento com 3 Quartos para Aluguel, 95m²","Rua Califórnia, *** - Brooklin, São Paulo - SP",95 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.200 /mês,R$ 1.300
5981,"Apartamento com 2 Quartos para Aluguel, 46m²","Rua Vergueiro - Vila Moinho Velho, São Paulo - SP",46 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.500 /mês,R$ 400
5982,"Apartamento com 3 Quartos para Aluguel, 98m²","Rua Princesa Isabel - Brooklin, São Paulo - SP",98 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 4.500 /mês,R$ 1.000
5983,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Fradique Coutinho - Pinheiros, São Paulo - SP",80 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.136
5984,"Apartamento com Quarto para Aluguel, 50m²","Rua Frei Caneca - Consolação, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 381
5985,Apartamento com 3 Quartos para Venda/Aluguel 143m²,"Avenida Nova Cantareira, 1389 - Jardim São Paulo, São Paulo - SP",143 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 2.400 /mês,R$ 2.200
5986,Apartamento com 4 Quartos para Venda/Aluguel 185m²,"Rua Artur Sabóia - Paraíso, São Paulo - SP",185 m²,4 Quartos,5 Banheiros,4 Vagas,R$ 12.000 /mês,R$ 1.800
5987,Apartamento com 2 Quartos para Venda/Aluguel 60m²,"Rua Belford Duarte - Vila Mascote, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.300 /mês,R$ 580
5988,Apartamento com 2 Quartos para Venda/Aluguel 60m²,"Rua Dona Antônia de Queirós - Higienópolis, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 4.000 /mês,R$ 680
5989,Apartamento com 2 Quartos para Venda/Aluguel 103m²,"Rua Dankmar Adler, 177 - Vila Suzana, São Paulo - SP",103 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 6.000 /mês,R$ 780
5990,"Apartamento com 2 Quartos para Aluguel, 48m²","Rua Lauzane - Capela do Socorro, São Paulo - SP",48 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 0
5991,"Apartamento com 2 Quartos para Aluguel, 40m²","Rua Colonial das Missoes - Itaquera, São Paulo - SP",40 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.270 /mês,R$ 120
5992,Apartamento com 2 Quartos para Venda/Aluguel 75m²,"Rua Arminda - Vila Olímpia, São Paulo - SP",75 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 1.106
5993,"Apartamento com Quarto para Aluguel, 37m²","Rua Francisca Miquelina - Bela Vista, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 900 /mês,R$ 290
5994,"Apartamento com 3 Quartos para Aluguel, 62m²","Rua do Canal - Carandiru, São Paulo - SP",62 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.200 /mês,R$ 470
5995,"Apartamento com 2 Quartos para Aluguel, 75m²","Alameda Joaquim Eugênio de Lima, 712 - Jardim Paulista, São Paulo - SP",75 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 811
5996,"Apartamento com 2 Quartos para Aluguel, 40m²","Rua Dona Ana Neri, 1345 - Cambuci, São Paulo - SP",40 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 300
5997,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua São Bernardo, 720 - Tatuapé, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 290
5998,"Apartamento com 3 Quartos para Aluguel, 82m²","Granja Julieta, São Paulo - SP",82 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 752
5999,Apartamento com 3 Quartos para Venda/Aluguel 142m²,"Rua Wanderley - Perdizes, São Paulo - SP",142 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.950 /mês,R$ 1.580
6000,"Apartamento com 2 Quartos para Aluguel, 42m²","Rua Dom Bernardo Nogueira - Saúde, São Paulo - SP",42 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.990 /mês,R$ 0
6001,"Apartamento com Quarto para Aluguel, 40m²","Rua Professor Atílio Innocenti, 957 - Vila Olímpia, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.404 /mês,R$ 903
6002,"Apartamento com Quarto para Aluguel, 30m²","Brooklin, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.420 /mês,R$ 502
6003,"Apartamento com 2 Quartos para Aluguel, 55m²","Avenida do Café, 649 - Vila Guarani, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.550 /mês,R$ 558
6004,"Apartamento com 2 Quartos para Aluguel, 69m²","Rua Clemente Pereira - Ipiranga, São Paulo - SP",69 m²,2 Quartos,1 Banheiro,2 Vagas,R$ 2.690 /mês,R$ 605
6005,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Maestro Cállia - Vila Mariana, São Paulo - SP",75 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 2.400 /mês,R$ 980
6006,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Cristiano Viana, 666 - Pinheiros, São Paulo - SP",100 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 3.300 /mês,R$ 1.639
6007,"Apartamento com Quarto para Aluguel, 44m²","Rua Aurora, 756 - Santa Ifigênia, São Paulo - SP",44 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.550 /mês,R$ 624
6008,"Apartamento com Quarto para Aluguel, 40m²","Alameda Jaú, 358 - Jardins, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 800
6009,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Clélia, 1818 - Água Branca, São Paulo - SP",115 m²,3 Quartos,1 Banheiro,-- Vaga,R$ 2.300 /mês,R$ 0
6010,"Apartamento com Quarto para Aluguel, 34m²","Avenida Jabaquara, 144 - Mirandópolis, São Paulo - SP",34 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.450 /mês,R$ 481
6011,"Apartamento com 2 Quartos para Aluguel, 85m²","Rua José Getúlio, 546 - Liberdade, São Paulo - SP",85 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.500 /mês,R$ 1.246
6012,"Apartamento com 2 Quartos para Aluguel, 54m²","Avenida Interlagos - Jardim Umuarama, São Paulo - SP",54 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 480
6013,"Apartamento com 2 Quartos para Aluguel, 76m²","Alameda Barros, 122 - Santa Cecília, São Paulo - SP",76 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.300 /mês,R$ 850
6014,"Apartamento com 3 Quartos para Aluguel, 110m²","Vila Progredior, São Paulo - SP",110 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 7.500 /mês,R$ 1.720
6015,"Apartamento com Quarto para Aluguel, 43m²","Vila Nova Conceição, São Paulo - SP",43 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 800
6016,"Apartamento com 3 Quartos para Aluguel, 67m²","Rua dos Buritis, 925 - Jabaquara, São Paulo - SP",67 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 1.800 /mês,R$ 744
6017,Apartamento com 2 Quartos para Venda/Aluguel 52m²,"Rua Copacabana - Santa Teresinha, São Paulo - SP",52 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.400 /mês,R$ 529
