,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
2342,2,50,2,1,0,536,2500
2343,29,65,3,1,1,409,1800
2344,35,40,1,1,1,545,1750
2345,44,56,2,2,1,534,3400
2346,29,50,1,1,0,0,1350
2347,29,75,2,1,2,750,3800
2348,0,47,1,1,1,499,1345
2349,30,100,2,2,1,1090,2750
2350,27,48,1,2,1,665,1700
2351,32,45,1,2,1,651,2650
2352,29,16,1,1,0,90,550
2353,29,112,3,3,0,1100,3000
2354,29,68,2,2,1,900,1600
2355,29,50,2,1,1,330,1100
2356,30,102,3,3,1,1266,3800
2357,29,52,1,1,1,600,1300
2358,29,44,1,1,1,624,2750
2359,46,75,2,1,0,580,2600
2360,13,72,2,2,0,473,2500
2361,46,33,1,1,0,450,1400
2362,42,65,2,1,1,650,2000
2363,26,45,1,1,1,684,1766
2364,21,55,2,1,1,950,2800
2365,5,74,3,2,2,690,2200
2366,29,78,3,2,1,925,2600
2367,29,45,1,1,0,0,1050
2368,3,60,2,2,2,0,5500
2369,29,80,3,3,1,475,3000
2370,2,34,1,1,1,850,2780
2371,29,32,1,1,0,298,1500
2372,32,75,2,2,0,900,2200
2373,30,46,1,2,1,592,3400
2374,29,60,2,2,1,650,3200
2375,29,76,2,1,0,340,1391
2376,29,84,3,2,2,0,3500
2377,19,50,1,1,1,1700,3500
2378,42,60,2,2,1,1046,1500
2379,39,28,1,1,1,300,1700
2380,26,70,2,3,2,1500,3500
2381,6,70,3,2,1,0,3500
2382,2,35,1,1,1,435,2200
2383,29,52,2,1,1,200,1400
2384,31,126,3,3,0,1300,3000
2385,36,52,2,1,1,383,1300
2386,10,95,2,3,2,700,5900
2387,29,72,3,2,1,500,1400
2388,36,51,2,2,1,644,1950
2389,29,56,2,1,1,351,2600
2390,12,52,1,1,1,370,2850
2391,29,70,2,2,1,600,1300
2392,29,77,3,2,1,603,2228
2393,31,65,1,1,1,350,1750
2394,46,110,3,2,1,1150,3200
2395,46,38,1,1,1,600,3000
2396,31,60,2,2,1,664,2000
2397,44,35,2,1,0,305,2000
2398,18,80,2,2,2,685,1450
2399,29,64,2,2,2,650,3800
2400,29,35,1,1,0,0,530
2401,2,48,1,1,0,0,2600
2402,36,49,1,1,1,507,2350
2403,45,80,3,3,2,840,3800
2404,45,77,2,2,1,795,2400
2405,21,75,2,1,1,1100,3050
2406,21,75,2,2,1,1200,3500
2407,29,47,2,1,1,420,930
2408,29,80,2,2,1,651,2200
2409,46,84,2,2,1,920,2000
2410,35,30,1,1,1,424,1500
2411,29,47,2,1,1,425,1300
2412,29,78,2,2,2,625,3200
2413,49,76,2,1,2,800,4000
2414,29,70,2,2,1,0,6000
2415,3,126,3,5,2,1044,5550
2416,49,60,2,1,1,871,3500
2417,29,50,2,1,1,500,1600
2418,12,48,1,1,1,439,1800
2419,26,75,2,3,2,1200,4500
2420,10,51,1,1,1,760,4100
2421,32,65,2,2,2,860,4700
2422,24,90,3,2,2,1009,2800
2423,29,24,1,1,0,220,1100
2424,3,94,3,2,2,1000,3600
2425,47,63,3,1,1,735,2050
2426,35,80,3,2,0,400,2700
2427,44,142,4,5,2,1089,6500
2428,3,37,1,1,1,800,2000
2429,38,37,1,1,1,576,1700
2430,29,50,1,1,1,1550,1450
2431,16,61,1,2,1,1050,6000
2432,29,40,1,1,1,450,2500
2433,29,43,2,1,1,390,1800
2434,29,58,2,1,1,553,1100
2435,2,57,1,1,0,430,1200
2436,29,100,3,2,2,700,2700
2437,26,95,2,2,2,690,3500
2438,30,147,3,2,1,1445,3500
2439,49,111,3,3,2,1170,7500
2440,7,35,1,1,1,650,2050
2441,29,52,2,1,1,315,1100
2442,3,49,1,1,1,558,2600
2443,29,45,2,1,1,427,1000
2444,16,70,1,2,1,1172,4500
2445,29,110,2,3,2,1365,4800
2446,29,174,3,4,3,1644,9000
2447,21,110,3,3,2,1060,5500
2448,49,44,1,1,1,750,3000
2449,29,107,3,4,2,750,4000
2450,7,106,3,3,2,1344,4200
2451,25,18,1,1,0,200,1000
2452,3,51,1,1,1,596,2800
2453,29,50,1,1,0,100,1750
2454,29,60,2,2,1,700,2800
2455,29,80,3,1,1,973,2500
2456,32,140,3,3,2,1420,8000
2457,46,90,3,1,1,1200,5000
2458,4,60,2,1,1,490,1300
2459,29,72,2,2,1,692,2700
2460,35,58,2,1,1,1643,1800
2461,29,68,2,1,1,369,1300
2462,44,60,2,2,1,754,2600
2463,3,68,1,2,2,924,4600
2464,29,40,1,1,1,661,1400
2465,32,30,1,1,1,720,2200
2466,29,80,2,2,0,700,1400
2467,29,55,2,2,2,700,1600
2468,29,49,1,1,1,456,2400
2469,29,52,2,1,1,470,1550
2470,12,33,1,1,1,575,1600
2471,47,75,2,2,1,716,2200
2472,29,60,1,1,0,697,1200
2473,49,72,3,2,1,1010,4170
2474,30,66,2,2,1,865,4500
2475,2,40,1,1,1,440,2400
2476,29,43,2,1,1,0,1450
2477,29,41,2,1,0,330,1350
2478,35,50,1,1,0,800,1500
2479,0,110,3,2,0,490,3000
2480,31,143,3,5,3,1675,5000
2481,2,45,1,1,1,705,2200
2482,46,84,1,2,1,522,3300
2483,24,20,1,1,0,0,2450
2484,33,120,2,4,2,1000,7500
2485,39,90,3,1,0,800,2600
2486,47,65,2,2,1,1100,1850
2487,17,55,2,1,1,1021,1000
2488,10,104,3,4,2,980,3900
2489,13,25,1,1,0,230,1650
2490,48,39,1,1,1,1042,2125
2491,29,60,2,1,1,0,1650
2492,40,58,2,1,1,735,2495
2493,3,67,1,1,1,1000,4000
2494,31,57,2,2,1,900,3600
2495,16,45,1,1,1,762,1800
2496,29,60,3,1,1,490,2700
2497,46,110,3,3,1,1200,1900
2498,39,48,2,1,1,494,1300
2499,16,32,1,1,1,0,2800
2500,29,45,2,1,1,110,1250
2501,46,68,1,1,1,661,1900
2502,37,65,2,1,1,0,3400
2503,46,100,3,1,0,0,2000
2504,29,40,1,1,0,0,1700
2505,25,27,1,1,0,200,900
2506,49,35,1,1,1,660,2700
2507,32,60,2,2,1,860,4500
2508,31,26,1,1,0,500,2250
2509,26,103,3,2,1,968,4800
2510,9,32,1,1,0,150,2000
2511,13,96,2,2,1,980,3500
2512,0,40,1,1,0,400,1150
2513,25,63,2,2,2,1050,3800
2514,29,40,1,1,1,511,2100
2515,49,72,3,2,1,1000,4200
2516,24,37,1,1,0,334,1199
2517,27,190,3,3,2,681,4875
2518,10,95,2,2,2,725,6200
2519,29,52,2,1,1,430,1550
2520,29,61,2,2,1,210,2500
2521,29,42,2,1,0,260,900
2522,35,125,2,2,2,1000,2500
2523,37,85,3,2,1,600,3500
2524,29,68,2,2,2,750,4800
2525,36,90,2,2,1,250,1700
2526,8,40,1,1,1,397,1800
2527,30,36,1,1,1,1280,1690
2528,0,41,1,1,1,590,1700
2529,32,90,2,2,2,1290,6600
2530,29,62,2,3,1,453,3000
2531,4,55,2,1,1,470,1400
2532,29,36,2,1,0,200,1200
2533,5,80,3,3,1,1300,2950
2534,32,26,1,1,0,577,2600
2535,29,50,2,1,1,400,1500
2536,29,50,1,1,1,550,2000
2537,24,70,1,1,0,450,1200
2538,45,70,2,2,2,1340,5300
2539,26,37,1,1,1,980,2100
2540,33,45,1,1,1,523,2000
2541,15,61,2,2,1,659,1800
2542,1,60,2,2,1,506,2100
2543,12,120,2,2,1,771,2600
2544,3,96,3,3,1,789,3200
2545,35,28,1,1,1,491,1200
2546,3,41,1,1,1,620,3500
2547,2,60,2,1,2,824,2250
2548,10,98,3,3,2,705,3000
2549,29,50,1,1,1,408,1500
2550,9,111,3,3,1,1699,3300
2551,32,92,3,3,2,1050,2990
2552,29,109,3,4,2,860,5000
2553,49,57,2,1,1,1200,2500
2554,29,47,1,1,1,0,1000
2555,44,87,3,2,2,550,3500
2556,29,40,2,1,0,150,1300
2557,16,37,1,1,1,630,1900
2558,29,130,3,4,2,1350,3900
2559,29,83,3,3,2,1500,3800
2560,30,201,2,3,0,919,5000
2561,13,60,2,1,0,314,2800
2562,29,50,2,2,1,582,2700
2563,16,40,1,1,1,583,4200
2564,44,93,3,2,2,930,4100
2565,18,17,1,1,0,0,790
2566,46,127,3,2,1,1050,3200
2567,3,105,2,3,2,980,9197
2568,12,34,1,1,1,200,3000
2569,3,47,1,1,1,695,1800
2570,31,65,2,2,2,850,2800
2571,2,54,2,1,1,400,1800
2572,28,56,2,1,1,495,1690
2573,32,118,3,2,1,1400,2700
2574,38,63,2,2,1,980,2200
2575,38,41,1,1,1,723,1800
2576,48,71,2,1,1,698,3000
2577,39,64,3,1,1,670,1500
2578,29,51,1,1,1,590,3380
2579,48,57,1,1,0,500,1900
2580,46,80,3,1,1,535,1800
2581,32,50,1,1,1,1044,3000
2582,15,76,2,2,1,1022,2100
2583,12,44,1,1,0,437,1900
2584,7,70,2,2,1,860,5000
2585,29,111,3,4,2,1300,7900
2586,22,50,1,2,0,380,2800
2587,29,162,3,4,3,1500,7000
2588,29,50,1,1,1,503,1300
2589,0,43,1,1,1,800,2300
2590,29,44,1,1,1,740,1200
2591,29,65,2,1,1,290,2200
2592,26,70,2,3,1,832,3800
2593,42,90,3,2,1,617,2500
2594,36,30,1,1,1,0,2700
2595,46,82,2,2,0,350,1400
2596,29,45,1,1,1,380,2200
2597,32,62,2,2,0,0,3800
2598,29,42,1,1,1,535,1600
2599,16,154,2,3,1,1000,4300
2600,7,43,1,1,1,550,2900
2601,32,60,2,2,1,1243,2300
2602,46,60,2,2,1,920,3550
2603,46,18,1,1,0,0,1600
2604,27,87,2,2,2,666,3300
2605,29,58,3,1,1,400,1500
2606,31,110,3,3,1,1177,3600
2607,15,40,1,1,1,502,1900
2608,1,50,2,1,1,527,2000
2609,21,100,1,3,2,1500,3700
2610,27,110,2,4,2,1300,2800
2611,32,98,2,2,1,980,5000
2612,29,70,3,2,1,580,1800
2613,29,69,3,1,1,600,1500
2614,29,90,3,3,1,1098,1950
2615,49,55,2,1,1,1071,1800
2616,2,34,1,1,1,600,2400
2617,2,103,3,2,1,1085,3500
2618,9,54,2,1,1,540,3950
2619,46,65,2,2,1,490,1900
2620,17,78,3,2,1,881,1650
2621,2,28,1,1,0,380,1200
2622,38,43,1,1,1,503,1700
2623,13,33,1,1,1,550,2900
2624,38,74,3,2,1,700,2200
2625,13,70,2,1,0,880,2400
2626,29,45,2,1,1,0,1400
2627,32,126,3,3,2,922,7900
2628,29,180,3,3,2,1660,4700
2629,43,85,3,3,2,750,2650
2630,2,104,3,2,0,955,2200
2631,29,66,2,1,1,936,2100
2632,48,127,3,3,2,1415,9170
2633,48,70,1,2,1,1525,3200
2634,29,65,3,1,1,570,1150
2635,49,45,1,1,1,700,4380
2636,29,87,3,1,2,800,3500
2637,2,41,1,1,1,662,3400
2638,42,93,2,2,2,1093,6000
2639,46,125,3,3,2,750,6200
2640,20,68,3,2,1,0,2500
2641,30,65,2,2,1,842,2000
2642,2,90,2,1,0,795,1900
2643,26,51,2,2,1,520,2500
2644,35,130,3,3,2,1430,5000
2645,7,130,3,2,2,1300,4000
2646,46,36,1,1,1,780,2800
2647,29,45,1,1,0,100,999
2648,29,50,2,1,1,0,2300
2649,10,96,3,3,1,1180,2500
2650,32,120,3,2,2,1133,4000
2651,12,60,2,2,2,800,4000
2652,27,90,3,2,2,663,3800
2653,26,70,2,2,1,880,3000
2654,29,68,3,1,1,0,2100
2655,32,135,3,4,2,1650,6300
2656,1,132,3,4,2,1000,6500
2657,29,50,2,2,1,100,1500
2658,3,40,1,1,0,0,1750
2659,1,63,2,2,1,637,2500
2660,35,50,1,1,1,1550,1340
2661,32,60,2,1,1,800,2800
2662,25,70,3,2,1,807,1900
2663,16,87,2,3,1,1080,6000
2664,37,45,1,1,1,528,2000
2665,6,45,2,1,0,275,1750
2666,20,55,2,1,1,580,1900
2667,49,40,1,1,1,400,3800
2668,10,93,2,2,2,1650,5500
2669,29,44,1,1,1,400,1490
2670,29,40,2,1,0,0,900
2671,29,57,2,2,1,630,2500
2672,29,116,3,3,1,1050,2500
2673,6,72,2,2,0,800,2750
2674,45,66,1,1,1,1200,3400
2675,19,100,2,3,1,1050,5000
2676,32,66,2,2,1,1351,4858
2677,7,50,1,2,2,685,4200
2678,16,137,3,3,1,1361,4500
2679,1,70,3,2,1,446,2400
2680,3,64,2,2,1,730,3200
2681,3,66,1,2,1,652,7500
2682,7,73,2,2,1,793,2800
2683,11,62,1,1,1,913,3850
2684,49,150,2,2,2,1165,8400
2685,29,35,1,1,0,0,1400
2686,24,52,2,1,1,320,1900
2687,3,67,2,1,1,860,3800
2688,16,85,2,2,2,1285,4500
2689,49,60,2,2,2,1350,4500
2690,29,57,2,1,1,640,1700
2691,29,110,3,3,2,1200,2550
2692,46,90,2,2,1,730,2200
2693,50,55,2,2,1,278,1700
2694,49,94,3,3,2,1196,7500
2695,21,50,1,1,1,1380,3545
2696,1,40,1,1,1,438,1650
2697,32,103,3,2,1,1220,3500
2698,38,62,2,2,1,930,2200
2699,28,110,3,3,3,800,3500
2700,36,58,2,2,0,680,1200
2701,26,70,2,2,2,850,5000
2702,29,41,2,1,0,0,1450
2703,46,40,1,2,1,490,2200
2704,12,68,2,1,1,950,2200
2705,38,70,3,2,2,574,2500
2706,29,38,1,1,1,496,1700
2707,26,54,1,1,1,765,2100
2708,29,60,2,1,1,658,1600
2709,46,85,2,2,1,515,3600
2710,26,45,1,1,1,481,2100
2711,29,76,3,2,2,950,2900
2712,31,45,1,1,1,554,2250
2713,31,62,2,2,1,800,2700
2714,5,49,2,1,1,350,1150
2715,16,45,1,1,0,390,1500
2716,31,110,3,3,2,1595,3600
2717,49,64,2,2,1,840,4490
2718,32,93,2,2,0,243,2900
2719,2,42,1,1,1,431,2700
2720,26,46,1,1,1,980,2100
2721,46,49,2,1,1,463,2800
2722,29,56,2,2,1,936,2100
2723,3,116,3,3,2,1350,6200
2724,9,24,1,1,0,370,1500
2725,30,188,3,3,2,1631,5000
2726,49,60,2,1,0,882,2750
2727,31,42,1,1,1,554,2200
2728,29,37,1,1,1,512,2300
2729,17,56,2,2,2,543,1600
2730,26,98,3,3,1,1191,3800
2731,31,81,2,2,1,590,2300
2732,26,40,1,1,1,750,2550
2733,13,90,2,2,1,960,2600
2734,40,85,3,2,2,680,2700
2735,12,40,1,1,0,482,1500
2736,31,160,4,4,2,1586,5400
2737,29,30,1,1,0,0,1000
2738,33,80,2,2,2,1340,5000
2739,21,38,1,1,1,987,1500
2740,45,57,1,1,1,1084,4450
2741,3,94,3,4,2,1300,4900
2742,25,27,1,1,0,380,1500
2743,12,59,2,1,0,620,1800
2744,44,70,1,1,1,710,2800
2745,49,81,2,2,1,1250,4500
2746,12,62,2,2,2,715,4250
2747,50,45,2,1,1,300,1350
2748,46,80,2,2,1,820,2500
2749,31,105,3,3,1,1000,6000
2750,11,70,3,1,1,715,4300
2751,12,53,1,2,1,570,1980
2752,17,67,3,2,1,744,1800
2753,29,55,2,1,1,503,1000
2754,16,77,1,2,1,870,4000
2755,32,45,1,1,1,682,2100
2756,49,52,1,1,1,780,3500
2757,29,64,2,1,1,415,2200
2758,29,26,1,1,1,0,2700
2759,29,100,3,2,1,786,1500
2760,29,50,2,1,1,439,2020
2761,29,38,1,1,0,100,1400
2762,7,63,2,2,1,760,2000
2763,39,65,2,2,1,600,2100
2764,7,43,1,1,1,580,1500
2765,21,41,1,1,1,1100,1400
2766,44,68,2,1,1,905,1800
2767,22,140,3,3,2,1339,4500
2768,32,110,3,3,2,1350,4500
2769,3,75,2,2,2,886,3020
2770,29,54,2,1,1,550,1200
2771,29,52,2,1,1,0,1300
2772,26,65,2,2,2,850,3400
2773,38,70,3,2,1,659,1700
2774,29,58,2,1,1,460,1300
2775,29,55,3,1,1,507,1400
2776,29,65,2,1,1,850,1600
2777,39,70,2,2,2,711,2400
2778,12,56,2,1,1,840,2800
2779,33,77,2,2,2,740,3950
2780,29,60,2,2,1,341,2300
2781,29,100,3,4,2,1300,2300
2782,17,125,2,3,0,250,1900
2783,29,76,3,2,2,610,1500
2784,32,40,1,1,1,974,2200
2785,10,38,1,1,1,380,2000
2786,29,40,1,1,0,50,1300
2787,29,49,2,1,1,0,1400
2788,46,56,2,2,1,1065,2600
2789,38,77,2,2,1,850,1900
2790,29,41,2,1,1,300,1500
2791,29,46,1,1,1,390,2700
2792,25,37,1,1,1,450,2700
2793,21,76,2,2,1,926,3500
2794,32,35,1,1,1,0,2800
2795,13,27,1,1,0,242,1650
2796,29,120,4,2,0,1250,6000
2797,29,130,3,5,2,1500,4500
2798,5,20,1,1,0,0,1200
2799,29,71,2,2,1,674,1600
2800,29,68,3,2,1,0,2600
2801,7,60,2,2,1,952,2000
2802,26,55,2,1,1,750,1600
2803,29,60,2,2,1,773,1800
2804,31,57,2,2,2,850,2750
2805,29,55,2,2,1,455,1700
2806,26,54,1,1,1,765,2100
2807,26,70,2,2,1,900,2600
2808,32,51,2,1,1,658,2500
2809,13,80,3,2,0,400,2600
2810,29,55,1,1,1,507,1500
2811,29,65,2,1,1,740,2200
2812,26,26,1,1,1,539,2500
2813,6,26,1,1,0,150,1600
2814,29,72,3,2,2,505,2300
2815,29,57,2,2,1,472,2200
2816,46,57,2,1,1,653,3900
2817,29,85,4,3,1,900,2100
2818,15,111,3,4,2,1000,5500
2819,37,72,2,2,1,684,3900
2820,2,66,3,2,1,750,3500
2821,49,66,2,3,1,1190,2200
2822,22,48,2,1,1,880,1800
2823,2,42,1,1,1,669,1399
2824,48,70,1,1,1,1600,6300
2825,1,33,1,1,1,520,1800
2826,2,45,1,1,1,686,1800
2827,29,47,2,1,1,367,1250
2828,29,138,3,5,2,1100,7000
2829,26,55,2,1,1,582,2200
2830,25,98,3,3,2,893,4500
2831,29,61,2,2,1,360,1900
2832,33,36,1,1,1,530,2200
2833,29,48,2,1,1,300,1300
2834,29,63,2,2,1,650,1500
2835,21,30,1,1,1,830,2300
2836,50,33,1,1,0,480,1800
2837,29,56,2,1,1,0,2800
2838,32,58,1,1,1,750,4900
2839,16,48,1,2,1,687,2000
2840,10,95,2,3,2,1000,6200
2841,27,142,3,5,2,1150,6000
2842,3,113,3,2,2,970,3295
2843,21,65,2,2,2,850,4000
2844,46,31,1,1,1,528,2420
2845,25,100,3,1,0,0,1800
2846,29,110,3,3,2,1550,5000
2847,13,38,1,1,1,540,1500
2848,16,87,2,2,1,730,4000
2849,27,60,2,2,1,600,1500
2850,27,168,3,5,3,1250,5000
2851,2,35,1,1,1,400,1700
2852,29,48,2,1,1,440,1760
2853,29,63,2,1,1,925,1700
2854,1,33,1,1,0,260,1600
2855,31,75,2,1,1,900,2300
2856,32,110,3,3,1,1125,3800
2857,32,40,1,1,0,202,2100
2858,29,56,2,1,1,0,1500
2859,29,40,1,1,1,418,1650
2860,4,71,3,2,1,490,2500
2861,49,56,2,1,1,541,6500
2862,23,87,2,2,1,320,3500
2863,29,73,2,2,2,850,2950
2864,29,69,2,2,1,600,4700
2865,3,40,1,1,1,670,2000
2866,29,75,3,3,1,720,2200
2867,29,66,1,2,1,750,2780
2868,29,60,2,2,0,0,1300
2869,32,55,2,1,1,460,1600
2870,32,30,1,1,0,400,2750
2871,46,80,2,2,1,760,2300
2872,22,53,2,2,1,730,3700
2873,15,67,2,1,1,539,3250
2874,9,180,3,3,2,1666,8500
2875,29,83,3,3,2,795,2200
2876,29,50,2,1,0,350,1340
2877,5,57,2,2,1,825,1800
2878,38,45,2,1,1,665,2280
2879,29,65,2,2,1,800,1000
2880,29,94,2,2,2,750,4900
2881,16,100,3,2,1,600,8500
2882,29,40,2,1,0,206,1280
2883,29,60,2,1,0,507,2500
2884,11,75,2,2,2,1200,6800
2885,46,100,3,1,2,600,5000
2886,21,32,1,1,1,925,1700
2887,12,58,2,1,1,690,2600
2888,16,65,1,2,1,0,6000
2889,1,54,2,2,1,572,2300
2890,17,74,2,2,1,750,1700
2891,18,82,3,3,2,650,4200
2892,29,58,2,2,1,507,2300
2893,38,35,1,1,1,460,2400
2894,42,77,2,2,1,830,2600
2895,0,40,1,1,1,558,1900
2896,15,69,2,2,1,490,2900
2897,34,45,1,1,0,465,1000
2898,42,39,1,1,0,397,1399
2899,0,48,1,2,1,1088,3500
2900,25,60,2,2,2,1092,3800
2901,1,33,1,1,1,560,2400
2902,35,35,1,1,1,550,2300
2903,21,85,2,2,1,1006,3500
2904,29,157,4,4,4,1400,7000
2905,46,86,3,3,2,750,3200
2906,46,45,1,1,1,830,3120
2907,12,42,1,1,1,390,1750
2908,7,70,2,2,1,750,2600
2909,32,30,1,1,1,686,2500
2910,26,95,3,3,2,1130,4000
2911,44,68,3,2,1,780,2350
2912,28,70,2,1,1,0,2300
2913,29,58,2,1,1,420,1300
2914,26,70,2,3,2,909,3900
2915,32,44,1,1,1,780,2900
2916,29,70,2,2,2,0,5500
2917,46,90,3,3,1,750,4000
2918,49,55,2,1,1,566,3300
2919,0,38,1,1,0,260,1440
2920,0,69,3,2,2,720,2800
2921,29,90,3,2,1,905,4000
2922,47,133,3,5,3,1350,5900
2923,29,65,2,1,1,774,1500
2924,32,58,2,2,1,1200,2600
2925,35,105,3,3,1,1455,2800
2926,20,81,3,2,1,700,2700
2927,26,60,2,2,1,780,4100
2928,32,94,3,3,1,1472,3500
2929,38,58,2,1,1,480,2700
2930,29,35,1,1,1,0,920
2931,29,80,2,3,2,890,4600
2932,3,44,1,1,1,490,3450
2933,38,35,1,1,1,700,1700
2934,16,35,1,1,0,1100,1500
2935,29,46,1,1,1,1300,1800
2936,1,70,2,2,2,575,2500
2937,46,30,1,1,0,130,1400
2938,21,70,2,1,2,1100,5000
2939,29,58,2,1,1,390,2100
2940,3,70,2,1,1,850,3995
2941,48,85,2,1,1,834,4000
2942,29,69,2,2,1,0,4000
2943,29,156,3,4,4,1427,3300
2944,27,80,3,1,1,485,1500
2945,46,100,4,1,0,100,2600
2946,29,125,3,4,3,1300,4500
2947,29,70,3,2,1,618,1600
2948,42,60,2,2,1,580,3500
2949,29,33,1,1,1,800,2500
2950,25,62,2,1,1,580,2000
2951,23,115,3,3,1,790,3300
2952,29,50,1,1,0,291,1070
2953,29,49,2,1,0,280,1100
2954,29,50,2,1,1,640,1090
2955,26,40,1,1,1,700,1800
2956,49,65,2,1,1,875,3500
2957,21,96,2,3,1,1300,3000
2958,23,62,2,1,1,628,2700
2959,7,49,1,1,1,600,3000
2960,32,86,2,2,0,0,2100
2961,29,50,2,1,1,500,1400
2962,30,160,3,3,2,1350,3000
2963,44,83,3,2,2,950,3300
2964,46,58,2,2,1,695,2350
2965,29,62,3,2,1,500,1650
2966,29,90,2,1,1,885,1500
2967,21,86,2,1,0,886,1800
2968,48,91,3,2,1,448,3500
2969,38,73,3,2,2,920,2700
2970,45,68,2,2,1,600,4500
2971,7,71,2,2,2,1360,4501
2972,29,97,3,4,1,750,2800
2973,38,70,3,2,2,574,2400
2974,32,90,2,2,2,938,6500
2975,48,42,1,1,1,1300,2300
2976,29,103,3,4,2,870,3400
2977,38,101,3,1,2,600,3500
2978,12,113,3,2,1,1451,3600
2979,12,39,1,1,1,392,2400
2980,11,53,1,1,1,640,3740
2981,3,69,2,2,1,520,5300
2982,30,90,2,2,0,605,2350
2983,15,34,1,1,1,400,2200
2984,29,27,1,1,0,100,1100
2985,8,61,1,2,0,355,1590
2986,15,64,2,2,2,800,2800
2987,3,84,2,3,2,910,6500
2988,10,101,3,3,2,1184,3800
2989,49,70,2,2,1,950,7270
2990,26,100,3,3,2,1207,2700
2991,38,74,2,2,1,450,2000
2992,29,40,1,1,1,586,3200
2993,8,51,1,1,1,699,1699
2994,0,37,1,1,0,268,849
2995,36,63,2,2,2,800,1850
2996,4,60,2,1,0,400,1400
2997,29,38,1,1,1,512,2000
2998,29,168,4,4,3,1250,7000
2999,7,130,3,4,2,1310,2800
3000,0,37,1,1,1,530,2260
3001,4,40,1,1,1,400,1700
3002,31,91,3,3,1,950,3250
3003,29,85,2,1,1,0,2280
3004,16,73,1,1,1,1400,6500
3005,29,76,2,2,1,970,1900
3006,8,35,1,1,0,438,1500
3007,40,95,3,3,2,1017,3500
3008,17,62,2,2,2,910,1400
3009,32,100,2,1,1,950,2100
3010,36,65,3,2,2,622,2200
3011,39,38,2,1,0,400,1500
3012,29,40,1,1,1,630,2200
3013,32,94,2,2,1,1430,5900
3014,29,56,2,1,1,300,1000
3015,29,55,1,1,2,1085,2600
3016,48,70,2,1,1,783,2200
3017,47,48,2,1,1,850,2100
3018,29,27,1,1,0,50,1200
3019,39,27,1,1,0,220,1700
3020,42,43,1,1,1,700,2000
3021,29,128,4,5,2,1280,5100
3022,13,60,2,2,2,680,4000
3023,29,30,1,1,0,0,1300
3024,46,42,1,1,1,690,1800
3025,27,75,2,2,2,1045,2000
3026,48,41,1,1,1,1091,2890
3027,29,55,2,1,1,370,1300
3028,32,72,3,1,1,755,3400
3029,26,55,2,2,1,673,4000
3030,49,46,1,1,1,750,2800
3031,29,50,2,1,1,420,1330
3032,29,68,3,2,1,756,1800
3033,45,58,2,1,1,798,4400
3034,50,61,3,2,1,537,1700
3035,29,60,2,1,1,280,1100
3036,29,50,2,1,1,700,1100
3037,21,119,2,3,1,1415,3700
3038,29,28,1,1,0,392,650
3039,29,50,2,1,1,680,1000
3040,29,55,3,1,1,547,1650
3041,50,50,2,1,1,436,1800
3042,29,72,2,2,2,780,3200
3043,22,30,1,1,0,440,1700
3044,29,55,1,1,2,500,3800
3045,16,37,1,1,1,920,2500
3046,32,45,1,1,1,926,1800
3047,29,35,1,1,0,439,1505
3048,42,84,3,3,2,1150,3490
3049,46,47,1,1,0,400,1700
3050,50,50,2,1,1,395,1300
3051,31,40,1,1,1,595,1800
3052,15,54,2,1,1,485,1650
3053,29,48,1,1,1,480,800
3054,29,49,2,1,1,200,850
3055,7,47,1,1,1,573,2800
3056,29,37,2,1,0,0,1200
3057,9,47,1,2,1,630,1800
3058,33,84,3,2,2,1180,3800
3059,3,43,1,1,1,860,2100
3060,29,93,3,3,2,645,3000
3061,38,43,1,1,1,425,2000
3062,29,125,3,3,2,1140,4000
3063,32,110,3,2,0,396,2000
3064,24,64,2,1,1,540,1500
3065,29,60,2,2,1,332,1580
3066,3,60,2,2,1,983,4900
3067,29,58,2,2,0,646,1800
3068,2,60,2,1,1,780,2600
3069,47,60,2,1,1,875,1500
3070,29,55,2,1,1,907,2009
3071,46,42,1,1,1,410,2400
3072,20,60,3,1,1,436,1800
3073,44,60,2,2,2,0,3400
3074,22,38,1,1,1,0,4000
3075,29,37,1,1,1,512,2100
3076,1,82,2,2,1,685,4000
3077,2,38,1,1,0,372,1490
3078,29,44,2,1,1,250,1600
3079,29,100,3,3,2,1040,6390
3080,3,88,2,2,2,1300,5900
3081,46,73,3,3,2,500,4100
3082,26,50,1,1,1,860,2100
3083,31,89,3,2,1,800,2900
3084,41,35,1,1,0,360,1200
3085,3,57,1,2,1,1128,3500
3086,29,121,3,5,2,1100,6500
3087,15,67,2,1,1,585,2600
3088,16,98,3,2,1,1298,3800
3089,32,60,2,2,2,830,4500
3090,47,45,2,1,1,629,1300
3091,29,50,2,1,1,584,1000
3092,29,74,2,2,2,671,2150
3093,49,48,1,1,1,900,3300
3094,2,60,2,2,1,750,2800
3095,27,100,2,2,2,1200,3000
3096,29,45,2,1,0,122,550
3097,7,50,1,1,1,578,3000
3098,39,52,2,1,1,0,2400
3099,31,60,1,1,0,392,1300
3100,46,54,2,1,1,802,1999
3101,2,86,2,2,1,846,4300
3102,46,54,2,1,1,630,2300
3103,32,49,1,1,0,300,1700
3104,20,58,2,1,1,634,1866
3105,16,97,3,3,2,1419,4200
3106,38,42,1,1,1,530,2100
3107,29,75,2,2,2,1172,4400
3108,29,55,2,1,1,550,1700
