,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Rent (R$),Condominium Fee (R$),Total Value (R$),Value per m²
1684,República,48,1,1,1,2990,406,3396,70.75
1685,Vila Prudente,53,2,1,1,1400,517,1917,36.16981
1686,Paraíso,160,3,3,2,3000,1350,4350,27.1875
1687,Brooklin,80,2,2,2,5650,800,6450,80.625
1688,Vila Nova Conceição,160,3,3,3,10500,2402,12902,80.6375
1689,Vila Prudente,62,2,2,1,1900,593,2493,40.20968
1690,Vila Leopoldina,53,2,1,1,2300,700,3000,56.603775
1691,Outro,275,3,4,3,8500,3188,11688,42.50182
1692,Pinheiros,24,1,1,1,2900,600,3500,145.83333
1693,Ipiranga,130,3,5,3,4000,1300,5300,40.76923
1694,Vila Mariana,93,3,2,1,3400,575,3975,42.741936
1695,Pinheiros,72,2,2,2,4750,1080,5830,80.97222
1696,Perdizes,60,2,2,1,2600,660,3260,54.333332
1697,Brooklin,38,1,1,1,2800,570,3370,88.68421
1698,Pompeia,60,2,2,1,2500,889,3389,56.483334
1699,Vila Nova Conceição,105,2,2,1,5000,1100,6100,58.095238
1700,Tatuapé,71,3,2,2,2700,617,3317,46.71831
1701,Vila Madalena,70,2,2,2,5300,1340,6640,94.85714
1702,Vila Olímpia,59,1,2,1,3000,903,3903,66.15254
1703,Moema,74,2,2,1,1500,638,2138,28.891891
1704,Tatuapé,64,3,1,1,1500,670,2170,33.90625
1705,Santa Cecília,42,1,1,1,2600,870,3470,82.61905
1706,Vila Mascote,55,2,1,1,1350,750,2100,38.18182
1707,Jardim América,180,2,4,3,17000,2080,19080,106.0
1708,Campo Belo,428,4,7,3,29000,3400,32400,75.700935
1709,Perdizes,70,1,1,0,2000,0,2000,28.571428
1710,Santo Amaro,115,3,3,2,4998,900,5898,51.286957
1711,Pinheiros,34,1,1,1,3300,483,3783,111.26471
1712,Saúde,116,3,3,2,3400,1514,4914,42.36207
1713,Outro,55,2,1,1,1100,675,1775,32.272728
1714,Morumbi,65,3,1,1,1700,450,2150,33.076923
1715,Outro,55,2,1,1,1250,350,1600,29.09091
1716,Pompeia,108,3,2,2,3800,920,4720,43.703705
1717,Santa Ifigênia,36,1,1,1,1800,450,2250,62.5
1718,Vila Mariana,33,1,1,0,1500,100,1600,48.484848
1719,Santa Cecília,110,2,2,1,1900,1000,2900,26.363636
1720,Moema,110,3,4,2,4100,1356,5456,49.6
1721,Vila Olímpia,156,3,4,4,14000,1572,15572,99.82051
1722,Cerqueira César,65,2,1,0,2500,700,3200,49.23077
1723,Outro,52,2,1,1,1100,605,1705,32.78846
1724,Outro,80,2,2,1,1700,651,2351,29.3875
1725,Saúde,38,1,2,1,1800,497,2297,60.44737
1726,Higienópolis,104,2,3,1,3000,705,3705,35.625
1727,Moema,80,2,3,2,3300,1040,4340,54.25
1728,Bela Vista,60,2,1,1,2600,780,3380,56.333332
1729,Outro,82,3,2,1,3150,515,3665,44.69512
1730,Centro,40,1,1,0,900,300,1200,30.0
1731,Bela Vista,50,1,1,0,1300,450,1750,35.0
1732,Saúde,68,3,1,1,1700,828,2528,37.17647
1733,Saúde,95,2,3,2,3000,672,3672,38.65263
1734,Vila Madalena,25,1,1,0,2100,700,2800,112.0
1735,Paraíso,47,2,1,0,2600,600,3200,68.085106
1736,Pinheiros,67,2,1,1,2800,670,3470,51.791046
1737,Jardim Paulista,45,1,1,1,1575,1200,2775,61.666668
1738,Liberdade,58,2,2,1,1800,555,2355,40.603447
1739,Vila Buarque,45,1,1,1,1500,606,2106,46.8
1740,Jardim Paulista,110,3,2,1,6203,1500,7703,70.027275
1741,Jardim Anália Franco,40,1,1,1,2500,460,2960,74.0
1742,Vila Leopoldina,35,1,1,0,2200,300,2500,71.42857
1743,Pinheiros,55,2,1,2,2600,869,3469,63.072727
1744,Pinheiros,30,1,1,1,1800,1447,3247,108.23333
1745,Alto Da Boa Vista,31,1,1,1,1900,450,2350,75.80645
1746,Água Branca,45,2,1,0,1390,380,1770,39.333332
1747,Perdizes,86,3,4,2,3500,1089,4589,53.360466
1748,Jardim Paulista,225,3,4,2,15000,2300,17300,76.888885
1749,Tatuapé,28,1,1,0,1200,50,1250,44.642857
1750,Aclimação,45,1,1,1,1500,589,2089,46.422222
1751,Brooklin,84,2,3,2,6500,910,7410,88.21429
1752,Jardim Marajoara,70,3,2,2,1945,595,2540,36.285713
1753,Outro,35,1,1,0,1200,289,1489,42.54286
1754,Outro,52,2,1,1,1300,420,1720,33.076923
1755,Pirituba,64,2,1,0,1000,310,1310,20.46875
1756,República,153,2,2,0,2800,650,3450,22.549019
1757,Barra Funda,93,3,2,2,6000,1100,7100,76.344086
1758,Vila Olímpia,111,3,3,2,7500,1170,8670,78.10811
1759,Vila Andrade,96,2,2,2,3490,700,4190,43.645832
1760,Outro,50,2,1,0,700,0,700,14.0
1761,Vila Buarque,105,2,1,1,2700,664,3364,32.038094
1762,Tatuapé,55,2,1,1,1800,730,2530,46.0
1763,Outro,50,2,1,1,1480,496,1976,39.52
1764,Aclimação,34,1,1,1,2190,481,2671,78.55882
1765,Cambuci,29,1,1,0,1300,230,1530,52.75862
1766,Bela Vista,50,2,1,0,1400,683,2083,41.66
1767,Vila Nova Conceição,48,2,1,1,1900,560,2460,51.25
1768,Pinheiros,57,2,1,1,2000,556,2556,44.842106
1769,Brooklin,68,2,2,1,2664,1031,3695,54.338234
1770,Barra Funda,50,2,1,1,2000,527,2527,50.54
1771,Jabaquara,42,1,1,2,1200,347,1547,36.833332
1772,Vila Mariana,67,2,2,1,2200,1050,3250,48.50746
1773,Saúde,61,2,2,2,2100,730,2830,46.393444
1774,Pinheiros,80,2,1,0,2900,240,3140,39.25
1775,Moema,60,1,2,1,4300,843,5143,85.71667
1776,Pinheiros,32,1,1,1,2000,750,2750,85.9375
1777,Barra Funda,65,2,2,2,2950,785,3735,57.46154
1778,Indianópolis,90,3,3,1,3000,1301,4301,47.788887
1779,Vila Olímpia,60,2,1,1,2700,831,3531,58.85
1780,Jardim Paulista,96,2,3,1,3000,1300,4300,44.791668
1781,Vila Mariana,42,1,1,1,2500,410,2910,69.28571
1782,Vila Nova Conceição,154,4,2,3,9500,2000,11500,74.67532
1783,Outro,56,2,2,1,2600,780,3380,60.357143
1784,Brooklin,49,1,1,1,2600,558,3158,64.44898
1785,Vila Mariana,80,2,2,1,2300,760,3060,38.25
1786,Brooklin,50,1,1,1,4000,550,4550,91.0
1787,Outro,65,1,2,2,3500,957,4457,68.56923
1788,Pinheiros,24,1,1,1,2800,700,3500,145.83333
1789,Brooklin,38,1,1,1,3000,0,3000,78.947365
1790,Chácara Santo Antônio,53,2,2,1,3500,650,4150,78.30189
1791,Vila Olímpia,81,2,2,1,3300,800,4100,50.617283
1792,Outro,70,2,1,2,2500,800,3300,47.142857
1793,Bela Vista,32,1,1,1,1600,395,1995,62.34375
1794,Móoca,50,2,1,1,2150,0,2150,43.0
1795,Barra Funda,86,2,2,1,3600,550,4150,48.255814
1796,Jardim Paulista,98,2,3,1,4500,1100,5600,57.142857
1797,Morumbi,72,2,1,2,1600,781,2381,33.069443
1798,Brooklin,55,2,2,1,2800,548,3348,60.872726
1799,Vila Clementino,110,3,4,2,5800,1713,7513,68.3
1800,Vila Olímpia,55,2,2,1,2500,1149,3649,66.34545
1801,Jardim Paulista,110,3,2,1,3500,1834,5334,48.49091
1802,Moema,73,2,3,2,4650,1240,5890,80.68493
1803,Itaim Bibi,120,3,2,1,4600,0,4600,38.333332
1804,Liberdade,68,2,1,1,2400,640,3040,44.705883
1805,Pinheiros,40,1,1,1,4500,950,5450,136.25
1806,Morumbi,342,4,5,2,2500,3450,5950,17.397661
1807,Pinheiros,51,2,1,1,2970,800,3770,73.92157
1808,Aclimação,37,1,1,1,2160,530,2690,72.702705
1809,Outro,65,2,1,1,1530,566,2096,32.246155
1810,Bela Vista,86,2,2,1,4300,846,5146,59.837208
1811,Tatuapé,36,1,1,1,1400,336,1736,48.22222
1812,Bela Vista,42,1,1,1,3550,513,4063,96.7381
1813,Outro,60,2,2,1,1690,506,2196,36.6
1814,Outro,32,2,1,1,1400,200,1600,50.0
1815,República,49,1,1,1,2850,550,3400,69.38776
1816,Jardim Paulista,138,3,2,1,4500,1718,6218,45.057972
1817,Perdizes,170,4,5,3,9000,2200,11200,65.882355
1818,Chácara Santo Antônio,138,4,4,2,6800,1000,7800,56.52174
1819,Pompeia,84,2,2,1,2200,636,2836,33.761906
1820,Lapa,64,2,1,1,1450,368,1818,28.40625
1821,Jardim Paulista,280,3,2,2,15000,4000,19000,67.85714
1822,Jardim Marajoara,78,2,2,2,2035,910,2945,37.75641
1823,Pinheiros,49,2,1,1,2900,657,3557,72.591835
1824,Centro,55,2,1,0,1800,550,2350,42.727272
1825,Consolação,42,1,1,0,1270,404,1674,39.857143
1826,Alto de Pinheiros,508,5,5,5,48000,7000,55000,108.267715
1827,Itaim Bibi,41,1,1,1,3300,400,3700,90.243904
1828,Pinheiros,66,2,2,1,4858,1351,6209,94.07576
1829,Itaim Bibi,37,1,1,1,2500,920,3420,92.432434
1830,Itaim Bibi,55,1,1,1,8500,1200,9700,176.36363
1831,Outro,37,2,1,0,1200,0,1200,32.432434
1832,Pinheiros,45,1,1,1,1800,926,2726,60.577778
1833,Vila Prudente,30,1,1,0,1099,100,1199,39.966667
1834,Ipiranga,53,1,1,1,1100,569,1669,31.490566
1835,Pinheiros,110,3,3,1,3800,1125,4925,44.772728
1836,Vila Mariana,110,3,5,2,5600,1320,6920,62.909092
1837,Saúde,60,2,1,1,2050,652,2702,45.033333
1838,Consolação,35,1,1,1,2299,365,2664,76.11429
1839,Jardim América,120,3,3,2,5500,1850,7350,61.25
1840,Tatuapé,63,2,2,1,2000,452,2452,38.920635
1841,Vila Mariana,31,1,1,1,2420,528,2948,95.09677
1842,Vila Leopoldina,117,4,2,2,6000,1300,7300,62.39316
1843,Moema,70,2,3,2,4500,830,5330,76.14286
1844,Pinheiros,49,1,2,1,2500,772,3272,66.77551
1845,Jardim Paulista,296,4,4,3,11000,4372,15372,51.932434
1846,Butantã,68,3,2,1,1300,850,2150,31.617647
1847,Outro,81,3,2,3,2600,1000,3600,44.444443
1848,Outro,28,1,1,0,1100,100,1200,42.857143
1849,Outro,52,2,1,1,1200,317,1517,29.173077
1850,Brooklin,40,1,1,1,2300,500,2800,70.0
1851,Outro,50,2,1,0,1300,0,1300,26.0
1852,Outro,100,3,3,2,3900,1100,5000,50.0
1853,Campo Belo,73,2,2,2,4000,980,4980,68.21918
1854,Consolação,35,1,1,1,2200,650,2850,81.42857
1855,Pinheiros,62,2,2,1,4500,950,5450,87.90323
1856,Outro,68,3,2,1,1600,500,2100,30.882353
1857,Vila Anastácio,103,3,3,2,4800,1076,5876,57.048542
1858,Alto Da Boa Vista,35,1,1,1,1850,695,2545,72.71429
1859,Vila Romana,101,2,3,2,4990,868,5858,58.0
1860,Vila Clementino,75,2,2,1,2700,990,3690,49.2
1861,Vila Sônia,82,3,2,2,2450,850,3300,40.243904
1862,Vila Clementino,90,3,2,1,2900,1355,4255,47.27778
1863,Moema,70,2,2,1,2400,700,3100,44.285713
1864,Vila Olímpia,100,2,4,2,5500,1340,6840,68.4
1865,Vila Nova Conceição,93,2,2,1,2300,980,3280,35.268818
1866,Outro,44,2,1,1,1600,225,1825,41.477272
1867,Jardim Marajoara,50,2,1,1,1670,550,2220,44.4
1868,Campo Belo,216,4,4,4,18000,2800,20800,96.296295
1869,Tatuapé,55,2,1,1,1200,659,1859,33.8
1870,Itaim Bibi,71,2,2,2,4950,1053,6003,84.54929
1871,Mirandópolis,55,1,1,0,1900,0,1900,34.545456
1872,Bela Vista,47,1,1,1,2300,567,2867,61.0
1873,Santa Cecília,67,2,2,1,2700,730,3430,51.19403
1874,Outro,70,2,2,1,2000,760,2760,39.42857
1875,Brás,60,2,1,0,1400,400,1800,30.0
1876,Saúde,60,2,2,2,2300,871,3171,52.85
1877,Alto de Pinheiros,130,4,3,1,4500,1500,6000,46.153847
1878,Outro,20,1,1,0,1220,40,1260,63.0
1879,Jardim Paulista,105,2,3,1,2800,1911,4711,44.866665
1880,Pinheiros,86,3,2,1,3000,1264,4264,49.581394
1881,Outro,48,2,1,1,1650,350,2000,41.666668
1882,Vila Olímpia,43,1,1,2,2000,800,2800,65.11628
1883,Pinheiros,110,3,3,1,3400,1610,5010,45.545456
1884,Vila Buarque,37,1,1,1,2145,305,2450,66.21622
1885,Santo Amaro,65,2,1,1,2790,490,3280,50.46154
1886,Outro,65,2,1,1,1850,0,1850,28.461538
1887,Jardim Paulista,225,3,4,3,10000,2050,12050,53.555557
1888,Aclimação,74,2,2,1,2350,750,3100,41.89189
1889,Jardins,98,3,3,1,3500,995,4495,45.867348
1890,Alto da Lapa,68,2,2,2,2800,1120,3920,57.64706
1891,Ipiranga,83,2,2,1,2500,863,3363,40.518074
1892,Outro,68,3,2,2,1600,840,2440,35.882355
1893,Campo Belo,51,1,1,1,3500,0,3500,68.62745
1894,Chácara Inglesa,84,3,2,2,2900,800,3700,44.04762
1895,Butantã,44,2,1,1,3500,500,4000,90.90909
1896,Chácara Klabin,75,3,2,1,2000,925,2925,39.0
1897,Moema,70,2,2,1,2500,700,3200,45.714287
1898,Água Branca,128,3,4,2,7300,1200,8500,66.40625
1899,Outro,57,2,2,1,1841,659,2500,43.85965
1900,Barra Funda,90,3,2,1,2600,750,3350,37.22222
1901,Vila Nova Conceição,104,1,2,2,10900,1400,12300,118.26923
1902,Outro,127,3,5,3,2540,1400,3940,31.023623
1903,Perdizes,56,1,2,2,2300,917,3217,57.44643
1904,Outro,47,2,1,0,1000,25,1025,21.80851
1905,Bela Vista,67,2,2,1,2500,727,3227,48.16418
1906,Cambuci,50,1,1,1,1100,316,1416,28.32
1907,Chácara Santo Antônio,100,2,2,2,3800,952,4752,47.52
1908,Moema,94,2,4,2,3000,1977,4977,52.946808
1909,Bela Vista,51,2,2,1,2950,800,3750,73.52941
1910,Saúde,58,2,2,1,1650,780,2430,41.896553
1911,Bela Vista,103,3,2,1,3500,1085,4585,44.514565
1912,Saúde,28,1,1,1,1300,330,1630,58.214287
1913,Vila Olímpia,76,2,1,1,2900,0,2900,38.157894
1914,Moema,110,3,4,2,6300,1200,7500,68.181816
1915,Aclimação,142,3,5,3,7000,1650,8650,60.915493
1916,Jardim América,143,3,2,1,5000,2143,7143,49.95105
1917,Jardins,35,1,1,1,1800,1200,3000,85.71429
1918,Vila Clementino,60,2,2,1,1600,1193,2793,46.55
1919,Bela Vista,28,1,1,1,1300,1000,2300,82.14286
1920,Santa Cecília,40,1,1,1,1850,545,2395,59.875
1921,Liberdade,44,1,1,1,1850,660,2510,57.045456
1922,Vila Mariana,43,1,1,1,1680,551,2231,51.88372
1923,Barra Funda,70,3,2,1,2600,542,3142,44.885715
1924,Água Branca,90,2,1,0,2300,450,2750,30.555555
1925,Outro,72,2,1,2,1300,100,1400,19.444445
1926,Outro,72,3,2,1,2000,670,2670,37.083332
1927,Moema,65,2,2,2,3400,850,4250,65.38461
1928,Outro,141,4,2,2,1400,1794,3194,22.652483
1929,Santana,80,2,2,1,1700,405,2105,26.3125
1930,Pompeia,60,2,2,1,2200,896,3096,51.6
1931,Vila Madalena,153,3,6,3,6000,2256,8256,53.960785
1932,Outro,60,2,1,1,2000,433,2433,40.55
1933,Jardins,65,2,2,2,5800,1100,6900,106.15385
1934,Freguesia do Ó,83,2,2,2,2500,550,3050,36.746986
1935,Moema,107,3,3,1,4500,1030,5530,51.682243
1936,Vila Mariana,40,1,1,1,1900,447,2347,58.675
1937,Outro,38,2,1,1,1650,332,1982,52.157894
1938,Morumbi,70,3,2,1,1751,823,2574,36.771427
1939,Tatuapé,90,3,2,2,3800,839,4639,51.544445
1940,Vila Leopoldina,60,2,2,1,2700,540,3240,54.0
1941,Saúde,100,3,3,2,3000,1129,4129,41.29
1942,Santana,25,1,1,0,1000,0,1000,40.0
1943,Butantã,13,1,1,0,1220,1000,2220,170.76923
1944,Cerqueira César,125,3,4,1,6000,2706,8706,69.648
1945,Moema,200,3,5,3,12000,3000,15000,75.0
1946,Itaim Bibi,130,3,3,0,7500,2249,9749,74.99231
1947,Vila Clementino,56,2,2,2,3800,1099,4899,87.48214
1948,Campo Belo,75,2,3,1,3790,964,4754,63.386665
1949,Consolação,80,2,2,1,2490,879,3369,42.1125
1950,Móoca,80,3,2,1,2000,550,2550,31.875
1951,Vila Mascote,58,2,1,1,1800,700,2500,43.103447
1952,Perdizes,65,2,2,1,2000,695,2695,41.46154
1953,Itaim Bibi,87,2,2,1,4000,730,4730,54.367817
1954,Pinheiros,35,1,1,1,4500,494,4994,142.68571
1955,Pinheiros,44,1,1,1,2900,780,3680,83.63636
1956,Itaim Bibi,115,3,3,1,4300,1116,5416,47.095654
1957,Vila Mariana,53,2,1,1,3599,451,4050,76.41509
1958,Jardins,41,1,1,1,2100,900,3000,73.17073
1959,Outro,50,2,1,1,1200,600,1800,36.0
1960,Vila Nova Conceição,465,5,7,6,50100,8344,58444,125.68602
1961,Outro,58,2,1,1,1287,206,1493,25.741379
1962,Outro,69,3,2,1,2200,490,2690,38.985508
1963,Jardim Prudência,63,2,2,1,2900,630,3530,56.031746
